,name,status,mass,targets
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",experimental,363.411,4
DB03971,Acarbose Derived Hexasaccharide,experimental,969.886,2
DB03972,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",experimental,183.228,0
DB03973,"3-{2,6,8-trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",experimental,440.2998,1
DB03974,L-Homoarginine,experimental,188.2275,1
DB03975,Mercuribenzoic Acid,experimental,321.7,2
DB03976,Phosphorylisopropane,experimental,140.0749,4
DB03977,N-Trimethyllysine,experimental,189.2752,2
DB03978,Tyrosinal,experimental,165.1891,4
DB03979,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,experimental,734.9806,1
DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,experimental,309.3408,1
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",experimental,256.187,3
DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",experimental,335.3102,1
DB03983,"(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)",experimental,554.35,1
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,experimental,455.57,1
DB03985,R-azabisabolene,experimental,208.3629,0
DB03986,6-Methyl-Formycin A,experimental,282.2758,1
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",experimental,340.3797,2
DB03988,"2,6-Diamino-Hexanoic Acid Amide",experimental,146.2107,1
DB03989,D-Allopyranose,experimental,180.1559,1
DB03990,4'-nitrophenyl-3i-thiolaminaritrioside,experimental,641.596,0
DB03991,"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",experimental,291.2546,5
DB03992,3-(Benzoylamino)-L-Alanine,experimental,208.2139,0
DB03993,4-Methyl Valeric Acid,experimental,116.1583,1
DB03994,Ethanolamine,experimental,61.0831,2
DB03995,Betadex,experimental,1134.9842,3
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",experimental,314.766,1
DB03997,L-histidinol phosphate,experimental,221.1509,2
DB03998,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",experimental,275.26,0
DB03999,Butylphosphonate,experimental,138.1021,1
DB04000,Bromo-Willardiine,experimental,278.06,1
DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,experimental,248.1916,1
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,experimental,317.428,1
DB04003,{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,experimental,619.5999,1
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",experimental,293.388,1
DB04005,Uridine 5'-triphosphate,experimental;investigational,484.1411,3
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",experimental,377.3436,1
DB04007,Bromo-WR99210,experimental,370.245,1
DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,experimental,397.772,1
DB04009,Dimethyl Propionate Ester Heme,experimental,644.54,1
DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,experimental,267.2826,1
DB04011,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",experimental,451.5661,0
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",experimental,414.539,1
DB04013,1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide,experimental,280.2319,1
DB04014,Alsterpaullone,experimental,293.2768,3
DB04015,Methionine Phosphinate,experimental,169.182,2
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,experimental,670.6895,2
DB04017,Clorgiline,experimental,272.17,1
DB04018,S-Isopropyl-Isothiourea,experimental,118.201,1
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",experimental,485.045,1
DB04021,MF268,experimental,270.4109,1
DB04022,"Guanosine-5',3'-Tetraphosphate",experimental,603.1603,2
DB04023,"Guanosine 5'-(Trihydrogen Diphosphate), P'-D-Mannopyranosyl Ester",experimental,619.3246,1
DB04024,N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine,experimental,353.3339,1
DB04026,Pseudotropine,experimental,141.2108,0
DB04027,D-Arginine,experimental,174.201,1
DB04028,Tyvelose,experimental,148.1571,1
DB04029,Phenylalanine Amide,experimental,164.2044,3
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",experimental,398.4538,1
DB04031,Serine vanadate,experimental,220.0317,1
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,experimental,483.666,1
DB04033,Z-Ala Prolinal,experimental,320.3404,1
DB04034,Ribulose-5-Phosphate,experimental,230.1098,1
DB04035,Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate,experimental,330.125,3
DB04036,Coenzyme a Persulfide,experimental,799.599,1
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",experimental,334.203,2
DB04038,Ergosterol,approved;experimental,396.659,0
DB04039,3-Oxo-Pentadecanoic Acid,experimental,256.381,3
DB04040,"N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",experimental,556.5628,1
DB04041,Nitrocefin Acyl-Serine,experimental,619.58,1
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",experimental,664.765,1
DB04043,Carboxymycobactin T,experimental,787.635,1
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,experimental,422.3445,1
DB04045,Methylmalonyl-Coenzyme A,experimental,867.607,1
DB04046,Methyl beta-galactoside,experimental,194.1825,0
DB04047,[Pterin-6-Yl Methanyl]-Phosphonophosphate,experimental,353.1226,2
DB04048,N-Carbamoyl-Alanine,experimental,132.1179,1
DB04049,Coelenteramide,experimental,411.4525,0
DB04050,N-Propyl Isocyanide,experimental,69.1051,1
DB04051,5-Phenylvaleric Acid,experimental,178.2277,1
DB04052,"3,4-Dimethylphenol",experimental,122.1644,1
DB04053,Hypophosphite,experimental,62.9726,1
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",experimental,359.398,1
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",experimental,406.837,1
DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",experimental,815.6374,1
DB04058,D-[(Amino)Carbonyl]Phenylalanine,experimental,208.2139,2
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,experimental,263.2972,1
DB04060,"(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate",experimental,305.221,0
DB04061,Alpha-Amino-2-Indanacetic Acid,experimental,191.2264,0
DB04062,Beta-D-Fucose,experimental,164.1565,2
DB04063,2-Methylleucine,experimental,145.1995,1
DB04064,Nogalaviketone,experimental,378.3317,1
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,experimental,167.2481,1
DB04066,para-Coumaric Acid,experimental,164.158,4
DB04067,4-Hydroxybenzyl Coenzyme A,experimental,873.656,2
DB04068,Fudp,experimental,390.1528,1
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",experimental,197.2358,1
DB04070,6-Deoxyerythronolide B,experimental,386.5228,1
DB04071,Cpad,experimental,663.4251,1
DB04072,Alpha-Methylisocitric Acid,experimental,206.1501,1
DB04073,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(beta-D-galactopyranosyloxy)-5-nitrobenzamide,experimental,527.568,1
DB04074,alpha-Ketoisovalerate,experimental,116.1152,4
DB04075,N-Acetyl-L-Glutamate,experimental,189.1659,2
DB04076,Hypoxanthine,experimental,136.1115,1
DB04079,"Heptane-1,2,3-Triol",experimental,148.2001,3
DB04080,RU78191,experimental,180.1574,1
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",experimental,310.413,1
DB04082,Decyloxy-Methanol,experimental,188.3071,2
DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,experimental,375.3141,11
DB04084,2-deoxy-2-fluoro-α-D-mannose,experimental,182.147,1
DB04085,"1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione",experimental,236.1809,1
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",experimental,510.3786,1
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,experimental,216.1263,2
DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,experimental,677.6546,1
DB04089,AL5300,experimental,380.483,1
DB04090,RH-1,experimental;investigational,234.2512,1
DB04092,Apstatin,experimental,459.5386,1
DB04093,Undecanal,experimental,170.2918,0
DB04094,4-Hydroxy-2-Butanone,experimental,88.1051,1
DB04095,9-Deazahypoxanthine,experimental,135.1234,1
DB04096,"5-Amino-5-Deoxy-Cellobiono-1,5-Lactam",experimental,339.2958,0
DB04097,Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose,experimental,568.2928,1
DB04098,Balanol,experimental,550.5134,1
DB04099,Deamido-Nad+,experimental,665.4178,6
DB04100,"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",experimental,450.446,1
DB04101,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",experimental,249.292,1
DB04102,2-Amino-Adenosine,experimental,266.2566,0
DB04103,3-Methylcytosine,experimental,126.1365,1
DB04104,3-Methyladenine,experimental,149.1533,1
DB04105,N-Heptylformamide,experimental,143.2267,1
DB04106,Fotemustine,investigational,315.691,1
DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,experimental,525.6015,1
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",experimental,346.487,1
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",experimental,221.041,1
DB04110,2-Nitro-P-Cresol,experimental,153.1354,0
DB04111,Balhimycin,experimental,1465.26,0
DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,experimental,539.749,1
DB04113,N-Formylpiperidine,experimental,113.1576,1
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",experimental,298.81,1
DB04115,Berberine,approved;investigational,336.3612,2
DB04116,Allolactose,experimental,342.2965,1
DB04117,"4-(N,N-Dimethylamino)Cinnamoyl-Coa",experimental,940.745,1
DB04118,N-Coeleneterazine,experimental,491.5372,0
DB04119,Hexatantalum Dodecabromide,experimental,2055.623,2
DB04120,"4-Methyl-1,2-Benzenediol",experimental,124.1372,2
DB04121,Guanosine-3'-Monophosphate-5'-Diphosphate,experimental,523.1804,1
DB04122,beta-D-glucose 6-phosphate,experimental,260.1358,1
DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid,experimental,339.0668,1
DB04124,Aurodox,experimental,810.9693,1
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,experimental,507.605,1
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,experimental,316.3932,2
DB04127,beta-D-arabinofuranose 5-phosphate,experimental,230.1098,1
DB04128,"5-Nitroso-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",experimental,290.2301,1
DB04129,Willardiine,experimental,199.1641,1
DB04130,5-Methoxybenzimidazole,experimental,148.1619,1
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",experimental,511.5635,1
DB04132,S-Hexylglutathione,experimental,391.483,6
DB04133,Degraded Cephaloridine,experimental,340.418,2
DB04135,"5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine",experimental,132.0931,1
DB04136,Lysophosphotidylserine,experimental,485.5491,1
DB04137,Guanosine-5'-Triphosphate,experimental,523.1804,19
DB04138,"2,4-Dinitro,5-[Bis(2-Bromoethyl)Amino]-N-(2',3'-Dioxopropyl)Benzamide",experimental,510.092,1
DB04139,6-Hydroxypropylthymine,experimental,184.1925,1
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,experimental,419.452,1
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",experimental,264.3154,15
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",experimental,531.215,1
DB04143,Indole-3-Glycerol Phosphate,experimental,287.2057,2
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",experimental,567.506,1
DB04145,Nicotinyl alcohol,experimental,109.1259,0
DB04146,I-Coeleneterazine,experimental,567.3751,0
DB04147,Lauryl Dimethylamine-N-Oxide,experimental,229.402,49
DB04149,(R)-Rolipram,experimental,275.3428,2
DB04150,Threonine Derivative,experimental,576.1222,1
DB04151,4-Methyl-Histidine,experimental,169.1811,1
DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",experimental,238.2399,1
DB04153,S-Hydroxymethyl Glutathione,experimental,337.349,1
DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide",experimental,343.3819,2
DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,experimental,344.2875,1
DB04156,Aspartate Beryllium Trifluoride,experimental,200.118,3
DB04157,N-[(Aminooxy)Carbonyl]Aniline,experimental,152.1506,1
DB04158,"6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin",experimental,764.3243,1
DB04159,Beta-Hydroxytryptophane,experimental,220.2246,0
DB04160,Pyrophosphoric acid,approved;experimental,177.9751,6
DB04161,Propionamide,experimental,73.0938,0
DB04162,"5-Nitro-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",experimental,306.2295,2
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",experimental,268.337,2
DB04164,"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",experimental,315.276,1
DB04165,Valpromide,experimental,143.2267,1
DB04166,Anthranilic acid,experimental,137.136,2
DB04167,Aceglutamide,experimental,188.1812,1
DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,experimental,266.094,1
DB04169,"3,5-Diaminophthalhydrazide",experimental,192.1747,1
DB04170,4-bromo-3-hydroxy-3-methyl butyl diphosphate,experimental,343.003,1
DB04171,D-Isovaline,experimental,117.1463,0
DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",experimental,612.826,1
DB04173,Fructose,approved;experimental,180.1559,2
DB04174,3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine,experimental,775.3957,1
DB04175,Mdl-29951,experimental,302.11,1
DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",experimental,360.2564,1
DB04177,"4-(3,14-Dihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",experimental,374.5137,0
DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,experimental,791.1531,2
DB04179,Benzofuran,experimental,118.1326,1
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",experimental,326.318,1
DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid",experimental,267.299,1
DB04183,Methylmalonic Acid,experimental,118.088,1
DB04185,Norvaline,experimental,117.1463,2
DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",experimental,308.3345,1
DB04187,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",experimental,501.552,1
DB04188,MDL72527,experimental,192.3006,0
DB04189,N2-(Carboxyethyl)-L-Arginine,experimental,246.2636,0
DB04190,Inhibitor Bea425,experimental,636.7334,1
DB04191,Skf 107457,experimental,577.7128,1
DB04193,L-Homoserine,experimental,119.1192,0
DB04194,Chitotriose,experimental,627.5928,1
DB04195,Heptulose-2-Phosphate,experimental,274.1624,1
DB04196,Pteroic Acid,experimental,312.2835,1
DB04197,Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine,experimental,133.1722,1
DB04198,Formycin B,experimental,268.2261,2
DB04199,1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate,experimental,270.2167,3
DB04200,Matairesinol,experimental,358.3851,1
DB04201,Histidyl-Adenosine Monophosphate,experimental,484.3605,2
DB04202,Isoformononetin,experimental,268.2641,0
DB04203,3-Mercuri-4-Aminobenzenesulfonamide,experimental,371.79,1
DB04204,[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid,experimental,470.2889,1
DB04205,"Thymidine-3',5'-Diphosphate",experimental,402.1884,2
DB04206,Nz2-Tryptophan,experimental,205.2132,1
DB04207,N-(5-Amino-5-Carboxypentyl)Glutamic Acid,experimental,276.2863,1
DB04208,"3-(3,4-Dimethoxyphenyl)Propionic Acid",experimental,210.2265,1
DB04209,Dequalinium,approved;investigational,456.6654,5
DB04210,BV1,experimental,1133.1617,1
DB04211,"(2R,3R,4R,5R,6R)-3-fluoro-2,4-dihydroxy-5-[(1-hydroxyethylidene)amino]-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",experimental,327.2603,0
DB04212,2-Iminiopropanoate,experimental,87.0773,1
DB04213,N-Cyclohexyl-N'-(Propyl)Phenyl Urea,experimental,260.3746,1
DB04214,4-Nitrophenyl Phosphate,experimental,219.0887,2
DB04215,CRA_9076,experimental,344.206,1
DB04216,Quercetin,experimental;investigational,302.2357,29
DB04217,L-2-amino-3-butynoic acid,experimental,99.088,2
DB04218,1-Deaza-Adenosine,experimental,266.2533,1
DB04219,Trivanadate,experimental,281.8276,0
DB04220,CGP 4832,experimental,936.065,1
DB04221,Didecyldimethylammonium,approved;experimental,326.6232,1
DB04222,Sparsomycin,experimental,361.437,0
DB04223,Nitroarginine,experimental;investigational,219.1985,2
DB04224,Oleic Acid,approved;investigational;vet_approved,282.4614,7
DB04225,N-Methyldehydrobutyrine,experimental,115.1305,0
DB04226,Dihydro-Acarbose,experimental,647.6207,0
DB04227,"9-Amino-2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",experimental,290.2698,1
DB04228,"(2r)-Amino(3,5-Dihydroxyphenyl)Acetic Acid",experimental,183.1614,0
DB04229,"7,10,13-Tri(Carboxymethyl)-5,15-Dioxo-4,7,10,13,16-Pentaaza-1,19-Dithianonadecane",experimental,511.613,1
DB04230,Nitromethyldethia Coenzyme A,experimental,794.4933,1
DB04231,Tetra(Imidazole)Diaquacopper (I),experimental,371.886,1
DB04232,N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide,experimental,449.478,1
DB04233,(Hydroxyethyloxy)Tri(Ethyloxy)Octane,experimental,306.4382,25
DB04234,N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide,experimental,441.359,1
DB04235,4-Amino Hexanoic Acid,experimental,131.1729,1
DB04236,2-Amino-3-(1h-Indol-3-Yl)-Propan-1-Ol,experimental,190.2417,0
DB04237,Tris(Hydroxyethyl)Aminomethane,experimental,163.2148,3
DB04238,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,experimental,508.589,1
DB04239,2-Amino-6-Aminomethyl-8-Phenylsulfanylmethyl-3h-Quinazolin-4-One,experimental,312.389,1
DB04240,"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",experimental,430.4908,0
DB04241,N-Pyridoxyl-2-Methylalanine-5-Phosphate,experimental,334.2622,1
DB04242,P-Hydroxybenzoic Acid,experimental,138.1207,4
DB04243,5-Methyluridine 5'-Monophosphate,experimental,338.2079,1
DB04244,(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,experimental,481.607,1
DB04246,CRA_23653,experimental,372.443,1
DB04248,beta-(1->4)-galactotriose,experimental,504.4371,1
DB04249,Zinc Substituted Heme C,experimental,628.067,1
DB04250,Butyrylthiocholine,experimental,190.326,1
DB04252,N-Carbamoyl-L-Aspartate,experimental,176.1274,1
DB04253,Tretazicar,investigational,252.1836,2
DB04254,"8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine",experimental,343.3555,1
DB04255,Inhibitor Bea388,experimental,633.7312,1
DB04256,4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid,experimental,209.1986,1
DB04257,Palmitoleic Acid,experimental,254.4082,3
DB04258,Seocalcitol,investigational,454.6844,1
DB04259,7n-Methyl-8-Hydroguanosine-5'-Monophosphate,experimental,379.2631,0
DB04260,"9-(5,5-Difluoro-5-Phosphonopentyl)Guanine",experimental,337.2198,1
DB04261,Carbamic Acid,experimental,61.04,1
DB04262,3-(7-hydroxy-8-ribityllumazine-6-yl) propionic acid,experimental,386.3141,1
DB04263,Geneticin,experimental,496.5524,1
DB04264,"(10R)-10-Formyl-5,8,10-Trideazafolic Acid",experimental,482.4428,1
DB04265,N-acetyl-beta-neuraminic acid,experimental,309.2699,4
DB04266,"5-(6-D-Ribitylamino-2,4-Dihydroxypyrimidin-5-Yl)-1-Pentyl-Phosphonic Acid",experimental,411.3447,0
DB04267,Dipicolinic Acid,experimental,167.1189,2
DB04268,Methylumbelliferyl Chitotriose,experimental,785.7463,1
DB04269,Cyclotheonamide A,experimental,731.798,1
DB04270,(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid,experimental,403.4703,1
DB04271,"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",experimental,168.1931,1
DB04272,Citric acid,approved;nutraceutical;vet_approved,192.1235,66
DB04273,"8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine",experimental,216.107,1
DB04274,"5,4'-Dideoxyflavanone",experimental,240.254,0
DB04275,N-acetylserotonin,experimental,218.2518,1
DB04276,N-[N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-Butyl]-Guanidine,experimental,360.4292,2
DB04277,Fructose -6-Phosphate,experimental,260.1358,1
DB04278,2-[2-(2-Cyclohexyl-2-Guanidino-Acetylamino)-Acetylamino]-N-(3-Mercapto-Propyl)-Propionamide,experimental,400.539,1
DB04279,3-Isopropylmalic Acid,experimental,176.168,2
DB04280,"((2r,3s,5r)-3-Hydroxy-5-(4-Hydroxy-2-Oxo-3,4-Dihydropyrimidin-1(2h)-Yl)-Tetrahydrofuran-2-Yl)Methyldihydrogen Phosphate",experimental,310.1978,1
DB04281,"2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone",experimental,366.837,1
DB04282,2-deoxy-2-fluoro-α-D-glucose,experimental,182.1469,4
DB04283,2-Bromo-6-Hydroxy-Purine,experimental,215.008,0
DB04284,L-proline betaine,experimental,143.1836,1
DB04285,"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid",experimental,602.591,1
DB04286,beta-D-Ribopyranose,experimental,150.1299,2
DB04287,(S)-5-(4-Benzyloxy-Phenyl)-4-(7-Phenyl-Heptanoylamino)-Pentanoic Acid,experimental,487.6298,1
DB04288,2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine,experimental,405.5391,1
DB04289,Genz-10850,experimental,393.4803,1
DB04291,Oxfenicine,experimental,167.162,0
DB04292,4-[(Isopropylamino)Methyl]Phenylalanine,experimental,236.3101,0
DB04293,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,experimental,349.769,1
DB04294,5-Phosphoribosyl-1-(Beta-Methylene) Pyrophosphate,experimental,388.0968,1
